path, Rfree
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lmf 0.2539
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6m2n 0.2544
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7jq3 0.2544
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7mhh 0.2547
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lcs 0.255
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6wtk 0.2553
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7n6n 0.2554
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2vj1 0.256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3e91 0.256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7nbs 0.256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3sna 0.2563
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7cwb 0.2569
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx3 0.257
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3eaj 0.257
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3m3s 0.257
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rfm 0.2572
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6xb2 0.2572
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5reh 0.2573
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/7dqz 0.257456842921
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/6y7m 0.2576
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lzw 0.2576
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7p35 0.2581
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7awu 0.2584
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1uj1 0.259
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2z9l 0.259
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7bro 0.259
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7r7h 0.2592
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7cwc 0.2593
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7aqj 0.2596
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7ein 0.2602
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7rfs 0.2604
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7mbi 0.2607
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7nuk 0.2608
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3ea9 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/4tww 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7l0d 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lfp 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7ldl 0.2611
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7c2y 0.261688497256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3avz 0.26261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw1 0.26266
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7l8i 0.2631
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2zu4 0.264
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2c3s 0.2643
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5re5 0.2649
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7c2q 0.265023272038
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7d64 0.265391631147
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7m00 0.2654
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7aqi 0.2656
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7aph 0.2663
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5re4 0.2664
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2q6g 0.267
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6lo0 0.2684
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7nbr 0.2694
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2gtb 0.26971
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3sn8 0.27047
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7nt3 0.2709
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/5c5o 0.2714
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rgt 0.2714
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/7eo8 0.271979188709
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3iwm 0.2721
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rez 0.2721
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7m90 0.2726
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7ldx 0.2727
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7c8u 0.2728
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3m3t 0.2732
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7m8x 0.2734
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rey 0.2735
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3m3v 0.2736
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qiq 0.275
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7rfu 0.2761
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rfy 0.2767
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6xqt 0.2769
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3fzd 0.277
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rfo 0.2775
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5ren 0.2779
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7nt1 0.2784
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7ca8 0.278864221627
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7kx5 0.2792
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3snc 0.28037
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2qc2 0.281
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7m3i 0.2811
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7l8j 0.2811
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2d2d 0.282
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3aw0 0.28636
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1i 0.288
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7m8o 0.288
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lmc 0.2881
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7cbt 0.292
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5r84 0.2926
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7lke 0.2937
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3f9h 0.294
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2pwx 0.296
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rfp 0.2968
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7jq1 0.2979
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/1z1j 0.2989
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/4wy3 0.29891
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/6wtt 0.3001
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2bx4 0.302
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3f9g 0.306
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/5rfg 0.3065
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3f9e 0.308
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7cam 0.3092
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/2alv 0.315
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/4twy 0.3187
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/5c5n 0.32142
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV-2/7jq5 0.3292
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/3c_like_proteinase/SARS-CoV/3d62 0.363
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6vww 0.1777
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6xdh 0.1825
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6x1b 0.1846
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6w01 0.1849
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6x4i 0.1889
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7k1l 0.1915
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6wxc 0.1937
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/6wlc 0.1949
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7k9p 0.20877
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s71 0.2147
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sac 0.2172
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7keg 0.218
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa5 0.2191
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7keh 0.22
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s6x 0.2218
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5saf 0.2219
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sai 0.222
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s6z 0.2223
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa8 0.2224
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa6 0.2224
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sad 0.2227
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sae 0.223
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa9 0.2231
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa7 0.2246
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sa4 0.2252
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5saa 0.2265
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s70 0.2276
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7n7w 0.2281
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sag 0.23
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sab 0.2307
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7n83 0.2317
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7n7r 0.2397
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV/2h85 0.24008
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7n7y 0.2408
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7k1o 0.2425
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7kf4 0.246
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s6y 0.2537
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/7n7u 0.2543
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5sah 0.2557
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV/2rhb 0.25953
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV-2/5s72 0.2767
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/endornase/SARS-CoV/2ozk 0.30068
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV-2/7mc5 0.1969
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV-2/7mc6 0.2187
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV/5nfy 0.2349
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV/5c8s 0.2594
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV-2/7diy 0.2637
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV/5c8t 0.2646
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/exonuclease-nsp10/SARS-CoV/5c8u 0.2663
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlj 0.228
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rl9 0.2314
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm1 0.234
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rma 0.2356
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlm 0.2367
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlw 0.2372
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm0 0.2385
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlk 0.2397
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmh 0.2426
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlo 0.2428
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm8 0.2483
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmb 0.249
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rl6 0.2495
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlh 0.2508
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm6 0.2511
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmi 0.2513
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlc 0.2522
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlp 0.2527
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/6zsl 0.2531
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm4 0.2533
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rob 0.2538
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlf 0.2539
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlq 0.2539
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rls 0.2541
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm9 0.2543
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmg 0.2559
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmc 0.2575
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rln 0.2584
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlv 0.2596
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rly 0.2605
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmd 0.2605
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rle 0.2616
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlb 0.2619
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm5 0.2621
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlt 0.2635
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rll 0.2673
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rli 0.2681
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm7 0.2686
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rl7 0.269
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rl8 0.2695
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rld 0.2696
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmf 0.2704
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm2 0.2729
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlu 0.2731
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlz 0.2734
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmk 0.2737
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rm3 0.274
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmm 0.2805
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlr 0.2826
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/7nn0 0.2838
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rme 0.2844
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rlg 0.2859
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/7nio 0.2865
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rml 0.2885
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV/6jyt 0.2925
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/7nng 0.2948
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/helicase/SARS-CoV-2/5rmj 0.2965
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/hypothetical_protein_sars7a/SARS-CoV/1xak 0.275
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/leader_protein/SARS-CoV-2/7eq4 0.1972
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/leader_protein/SARS-CoV-2/7k7p 0.2165
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/leader_protein/SARS-CoV-2/7k3n 0.2482
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7l6t 0.1615
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6w4h 0.1627
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7l6r 0.1664
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6w75 0.1745
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wvn 0.178
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wkq 0.1799
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7jib 0.1809
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7jyy 0.1846
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wq3 0.1859
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wks 0.188
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wrz 0.1902
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6wjt 0.1911
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6w61 0.193
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7jz0 0.1981
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/6xkm 0.2126
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV/3r24 0.222
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV/2xyq 0.22675
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV/2xyv 0.23361
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV/2xyr 0.23517
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7jpe 0.237
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7lw4 0.2405
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7jhe 0.2485
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/methyltransferase-nsp10/SARS-CoV-2/7lw3 0.2511
